"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"46","TC0100008057.hg.1","CDC20","991","cell division cycle 20",-0.935931964154227,6.90038517139317,-2.83488241003181,0.00994707490440223,0.138303173595743,-3.09500748299295
"47","TC0100008081.hg.1","ATP6V0B","533","ATPase H+ transporting V0 subunit b",-0.197097157924622,8.06381508908425,-0.770880809381759,0.449399968915428,0.999835965442287,-6.27733648728067
"48","TC0100008101.hg.1","KIF2C","11004","kinesin family member 2C",-1.07758196574202,4.81807470843553,-2.44373228064546,0.0234924952136052,0.235712048464478,-3.88535268252295
"49","TC0100008132.hg.1","TMEM69","51249","transmembrane protein 69",0.00883461223460369,7.44735531615833,0.0201301686905385,0.984130363516601,0.999835965442287,-6.57822919100812
"50","TC0100008150.hg.1","RAD54L","8438","RAD54 like",-0.186701564087516,3.87797483024265,-0.572479251449773,0.573101124594155,0.999835965442287,-6.41131807739066
"51","TC0100008193.hg.1","FOXE3","2301","forkhead box E3",-0.067185837140932,6.10672626791815,-0.146109840215305,0.88523391837972,0.999835965442287,-6.56747052146816
"52","TC0100008260.hg.1","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",0.384870892045331,6.27029879181176,1.42903102132949,0.16776323953224,0.719207221328028,-5.57785725844694
"53","TC0100008308.hg.1","ZFYVE9","9372","zinc finger FYVE-type containing 9",-0.0224765466748762,6.36261358622962,-0.0377053233208429,0.970280249924834,0.999835965442287,-6.57770676250881
"54","TC0100008321.hg.1","GPX7","2882","glutathione peroxidase 7",0.117796498564728,7.62449754578786,0.560401144503261,0.581160428737588,0.999835965442287,-6.41824269910306
"55","TC0100008332.hg.1","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",-0.110623047733123,8.57209239496102,-0.254863576674204,0.801318034642182,0.999835965442287,-6.54510390191255
"56","TC0100008341.hg.1","PODN","127435","podocan",1.11661272391397,7.28546049650071,3.74150571559061,0.00121016696146866,0.0329592531270583,-1.10174021596425
"57","TC0100008496.hg.1","FGGY","55277","FGGY carbohydrate kinase domain containing",0.393253862082909,5.08481374976119,1.00241464370221,0.327601805270459,0.949720972964809,-6.07421659698991
"58","TC0100008554.hg.1","USP1","7398","ubiquitin specific peptidase 1",-0.351452624434733,6.71778213641193,-0.702000270757286,0.490418966617671,0.999835965442287,-6.32813612984919
"59","TC0100008564.hg.1","ATG4C","84938","autophagy related 4C cysteine peptidase",-0.307875607365235,5.4345345507699,-0.560255319999247,0.581258079232041,0.999835965442287,-6.41832542861473
"60","TC0100008584.hg.1","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",-0.483538564031391,3.61360008859504,-0.974657656949707,0.340870192357211,0.959102452202376,-6.10113975478073
"61","TC0100008591.hg.1","PGM1","5236","phosphoglucomutase 1",0.337797531771073,6.98448791018763,0.871963424642935,0.393129416055763,0.999336811065591,-6.1947100347545
"62","TC0100008594.hg.1","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",1.15632787154557,4.37184070239627,4.516329148091,0.000190836583657574,0.00866248414053497,0.679542005728307
"63","TC0100008602.hg.1","CACHD1","57685","cache domain containing 1",0.599339512974082,7.44093474685874,1.5898771145852,0.126867069310913,0.628656554051956,-5.35331484017002
"64","TC0100008607.hg.1","RAVER2","55225","ribonucleoprotein, PTB binding 2",-0.0877999796303932,5.26642082821368,-0.223924389934521,0.824989243705868,0.999835965442287,-6.55269646896008
"65","TC0100008620.hg.1","DNAJC6","9829","DnaJ heat shock protein family (Hsp40) member C6",-0.160165668671358,5.10675997809663,-0.404439119500631,0.689996436795173,0.999835965442287,-6.49469729345995
"66","TC0100008625.hg.1","PDE4B","5142","phosphodiesterase 4B",1.45271726546286,8.76539357153294,3.41538272458377,0.00261385321011861,0.0581277127180373,-1.83697605271415
"67","TC0100008631.hg.1","SGIP1","84251","SH3GL interacting endocytic adaptor 1",-0.117635935801436,11.0965988755643,-0.476459739975514,0.638687309865366,0.999835965442287,-6.46239582729453
"68","TC0100008641.hg.1","MIER1","57708","MIER1 transcriptional regulator",0.0762229133052683,7.31635874640564,0.134997379568578,0.893904843321446,0.999835965442287,-6.56907456573966
"69","TC0100008664.hg.1","GADD45A","1647","growth arrest and DNA damage inducible alpha",-0.644897404833035,8.63884633163182,-2.79046566828514,0.0109888439700808,0.14593285391312,-3.18752043356046
"70","TC0100008692.hg.1","SRSF11","9295","serine and arginine rich splicing factor 11",-0.0068783905958103,8.55491142964227,-0.0135249924734969,0.989337146174513,0.999835965442287,-6.57834344791427
"71","TC0100008697.hg.1","CTH","1491","cystathionine gamma-lyase",0.0782942599344949,5.09871873041122,0.303719585354209,0.764342713006982,0.999835965442287,-6.53113062250044
"72","TC0100008752.hg.1","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",-0.413002305835779,6.81685876555457,-0.763213377778973,0.453860413448475,0.999835965442287,-6.28321372388044
"73","TC0100008797.hg.1","AK5","26289","adenylate kinase 5",-0.132579342055474,7.85027714829637,-0.221690577755768,0.826705234290499,0.999835965442287,-6.55320686789501
"74","TC0100008803.hg.1","MIGA1","374986","mitoguardin 1",-0.0530524101464493,6.36138523270843,-0.108496926767727,0.914635791267629,0.999835965442287,-6.57238875617988
"75","TC0100008807.hg.1","NEXN","91624","nexilin F-actin binding protein",-0.740511321248983,8.5126980195933,-3.08834804559533,0.00558914233782927,0.0966843448410677,-2.55582161072912
"76","TC0100008812.hg.1","PTGFR","5737","prostaglandin F receptor",-0.131605492088716,7.34376585715255,-0.229459560680027,0.820741067880068,0.999835965442287,-6.55140980983306
"77","TC0100008815.hg.1","IFI44L","10964","interferon induced protein 44 like",0.506869284327798,3.96055130154398,1.39799634753132,0.176767130717787,0.733361841597988,-5.61894498582417
"78","TC0100008816.hg.1","IFI44","10561","interferon induced protein 44",0.154919178415736,4.18172867043394,0.496908949311012,0.624436790472591,0.999835965442287,-6.45228189711263
"79","TC0100008845.hg.1","ADGRL2","23266","adhesion G protein-coupled receptor L2",0.17030248917531,3.98825653243246,0.626991010678438,0.537450712199832,0.999835965442287,-6.37829102995123
"80","TC0100008874.hg.1","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-0.0624085306204236,8.19276036269818,-0.121169963605102,0.904713121031665,0.999835965442287,-6.57089371935123
"81","TC0100008897.hg.1","WDR63","126820","WD repeat domain 63",0.509221360450164,5.37362774826926,0.987075087151742,0.334889364844993,0.954180593286575,-6.08918030104006
"82","TC0100008912.hg.1","CCN1","3491","cellular communication network factor 1",-0.975090025251333,10.1130729892963,-3.51521939585544,0.00206699594975651,0.0488275063641462,-1.61349700437972
"83","TC0100008927.hg.1","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",-0.279921922518216,8.33792060414994,-0.665366895277228,0.513088018039721,0.999835965442287,-6.35330849906477
"84","TC0100008955.hg.1","PKN2","5586","protein kinase N2",-0.0943008413550626,8.74409569823647,-0.215176182098004,0.831714566457248,0.999835965442287,-6.55466624328667
"85","TC0100008975.hg.1","GBP6","163351","guanylate binding protein family member 6",0.373274126345998,3.68176451658712,1.55040715967021,0.136045966632325,0.65103059561761,-5.41017596425081
"86","TC0100008996.hg.1","ZNF326","284695","zinc finger protein 326",0.322391906293245,6.7681722898966,0.84043535715187,0.410170744806918,0.999835965442287,-6.22150164269257
"87","TC0100009020.hg.1","CDC7","8317","cell division cycle 7",-0.345081748666595,4.28837411280022,-0.790303207709139,0.438221241865204,0.999835965442287,-6.26220104324162
"88","TC0100009040.hg.1","RPAP2","79871","RNA polymerase II associated protein 2",0.0918040295119562,6.09459466462755,0.262633968075179,0.79540264879298,0.999835965442287,-6.5430437986167
"89","TC0100009054.hg.1","MTF2","22823","metal response element binding transcription factor 2",0.0296323097334232,6.15640394792825,0.0485592398486785,0.961731329636587,0.999835965442287,-6.57722555597377
"90","TC0100009056.hg.1","CCDC18","343099","coiled-coil domain containing 18",-0.441601844694909,4.22437454253336,-1.1957183654532,0.245189175054797,0.845920924369381,-5.86805349465263
"91","TC0100009064.hg.1","FNBP1L","54874","formin binding protein 1 like",1.02478017868596,3.70114133016185,2.87956272232089,0.00899465177455129,0.130764853619079,-3.00131409017967
"92","TC0100009097.hg.1","ABCD3","5825","ATP binding cassette subfamily D member 3",0.0492541512997473,8.31290287719616,0.0995759274304035,0.921629382668638,0.999835965442287,-6.57334232521441
"93","TC0100009176.hg.1","SNX7","51375","sorting nexin 7",-0.226059625764488,7.50610642550921,-0.718243424250241,0.480555208695702,0.999835965442287,-6.31656333426739
"94","TC0100009181.hg.1","PLPPR4","9890","phospholipid phosphatase related 4",0.552113070463299,6.24336653077623,1.23648317662027,0.229986407472044,0.817847209366791,-5.82052282383769
"95","TC0100009183.hg.1","PALMD","54873","palmdelphin",0.633422831105237,7.53573745209459,1.59333654496517,0.126087785942074,0.627053113761336,-5.34827785137353
"96","TC0100009191.hg.1","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-0.195610322775831,6.70306259734323,-0.354228912218719,0.726714041994051,0.999835965442287,-6.51413963979948
"97","TC0100009195.hg.1","SLC35A3","23443","solute carrier family 35 member A3",-0.102783136326241,7.90789280842835,-0.127088176545116,0.9000846694603,0.999835965442287,-6.57013911278474
"98","TC0100009241.hg.1","S1PR1","1901","sphingosine-1-phosphate receptor 1",-0.701972616566509,8.66413825787976,-2.59468363268112,0.0169460443163519,0.191834193605646,-3.58720623176343
"99","TC0100009305.hg.1","PRMT6","55170","protein arginine methyltransferase 6",0.172334814174013,4.91766900218998,0.586110922539735,0.564074029929705,0.999835965442287,-6.40333105444765
"100","TC0100009324.hg.1","FAM102B","284611","family with sequence similarity 102 member B",0.113019299644546,7.48096695887204,0.376718199647983,0.710178323624947,0.999835965442287,-6.50574515499307
"101","TC0100009331.hg.1","STXBP3","6814","syntaxin binding protein 3",0.129571808638735,7.39397129586024,0.225005750368226,0.824158875901175,0.999835965442287,-6.55244756205599
"102","TC0100009333.hg.1","GPSM2","29899","G protein signaling modulator 2",-0.4759185482098,6.42060066266163,-1.18393312360127,0.249722454489234,0.854258758007207,-5.88153692283884
"103","TC0100009344.hg.1","SARS1","6301","seryl-tRNA synthetase 1",0.2111774862919,8.62275224373628,0.905673206251315,0.375425608967492,0.989032746912339,-6.16505271624513
"104","TC0100009352.hg.1","SYPL2","284612","synaptophysin like 2",0.30873504215773,9.19211804024762,1.24908707855415,0.225434386443657,0.814737934455475,-5.8055490840296
"105","TC0100009364.hg.1","CSF1","1435","colony stimulating factor 1",0.291283412780503,9.29980028238236,0.565580558647244,0.57769741806019,0.999835965442287,-6.41529076321586
"106","TC0100009402.hg.1","CEPT1","10390","choline/ethanolamine phosphotransferase 1",-0.0520249046729013,6.91736373248641,-0.0860854392074868,0.932217389152948,0.999835965442287,-6.57462914738815
"107","TC0100009403.hg.1","CHI3L2","1117","chitinase 3 like 2",0.225538429872356,3.7045580479324,0.785791573373452,0.440802554617074,0.999835965442287,-6.26574848833168
"108","TC0100009414.hg.1","ATP5PB","515","ATP synthase peripheral stalk-membrane subunit b",-0.0860776489396358,9.73070776045036,-0.245975668159372,0.808099153991496,0.999835965442287,-6.54738490096491
"109","TC0100009417.hg.1","C1orf162","128346","chromosome 1 open reading frame 162",0.0605760084363833,3.94349583142647,0.181046369081126,0.858074321798256,0.999835965442287,-6.56160353296469
"110","TC0100009418.hg.1","RAP1A","5906","RAP1A, member of RAS oncogene family",-0.185006035474231,8.26873956852786,-0.406092357701587,0.688800076616158,0.999835965442287,-6.49401401792521
"111","TC0100009428.hg.1","DDX20","11218","DEAD-box helicase 20",-0.333148633296044,6.26958044781452,-0.701680326492601,0.490614421784329,0.999835965442287,-6.3283615489881
"112","TC0100009442.hg.1","WNT2B","7482","Wnt family member 2B",2.36351102824605,6.44144761861142,8.52695810049146,3.01571104145622e-08,1.74534276524279e-05,9.14550964161947
"113","TC0100009452.hg.1","TAFA3","284467","TAFA chemokine like family member 3",0.0198458338756859,7.91371859098256,0.0500057596508825,0.960592334015889,0.999835965442287,-6.5771522822428
"114","TC0100009479.hg.1","DCLRE1B","64858","DNA cross-link repair 1B",-0.570924576404331,5.14277864083374,-2.30714680100487,0.0313746690787431,0.280680740571567,-4.14664045161414
"115","TC0100009524.hg.1","VANGL1","81839","VANGL planar cell polarity protein 1",-0.0645786618771504,7.13009439977908,-0.175566460207543,0.862323399318907,0.999835965442287,-6.56260641647823
"116","TC0100009561.hg.1","TTF2","8458","transcription termination factor 2",-0.535851255417374,3.90074512403018,-1.60805394815219,0.122817067891864,0.618762812121142,-5.32675394229147
"117","TC0100009572.hg.1","TENT5C","54855","terminal nucleotidyltransferase 5C",0.80931747947754,7.393633236369,2.58205790245382,0.0174199124725263,0.194816895526079,-3.61249602393452
"118","TC0100009580.hg.1","WDR3","10885","WD repeat domain 3",-0.00710109396830028,6.29117729942093,-0.0164205962084831,0.987054501789793,0.999835965442287,-6.57829888025814
"119","TC0100009621.hg.1","PHGDH","26227","phosphoglycerate dehydrogenase",0.331610364655834,7.76348732938761,0.820501674917637,0.421184748773111,0.999835965442287,-6.2379653941893
"120","TC0100009641.hg.1","NBPF8","728841","NBPF member 8",-0.541749105951641,5.90638741534831,-1.83018886056349,0.0815128911163074,0.494632615817173,-4.98387035033018
"121","TC0100009658.hg.1","SRGAP2C","653464","SLIT-ROBO Rho GTPase activating protein 2C",-0.134931941016909,8.40149277360596,-0.695081888952733,0.494655436255519,0.999835965442287,-6.3329886791727
"122","TC0100009723.hg.1","FAM72D","728833","family with sequence similarity 72 member D",-1.143978480323,4.94103202900223,-2.48788640349108,0.0213670573197506,0.222814133762265,-3.79911763672427
"123","TC0100009745.hg.1","POLR3C","10623","RNA polymerase III subunit C",0.203386902806415,7.56924725656982,0.392534766725617,0.698635374760242,0.999835965442287,-6.49953627688095
"124","TC0100009770.hg.1","NBPF12","149013","NBPF member 12",0.0575007011911506,8.36552015425391,0.173584251547924,0.863861448737327,0.999835965442287,-6.56296161442781
"125","TC0100009880.hg.1","H2AC20","8338","H2A clustered histone 20",-0.116370107882137,8.49779716798389,-0.468831922332422,0.644040224682033,0.999835965442287,-6.46606202578278
"126","TC0100009889.hg.1","VPS45","11311","vacuolar protein sorting 45 homolog",-0.113453051494199,8.07401271010148,-0.15772829188268,0.876183936994129,0.999835965442287,-6.56565812035718
"127","TC0100009903.hg.1","RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2",0.37705462329423,8.82961786251485,1.01096671937455,0.323587140679681,0.946436172676515,-6.06578325449833
"128","TC0100009908.hg.1","ECM1","1893","extracellular matrix protein 1",0.22350328036671,9.76150568329833,0.359271674941327,0.722993997183583,0.999835965442287,-6.51230170427753
"129","TC0100009913.hg.1","ADAMTSL4","54507","ADAMTS like 4",-0.256209157487032,7.40458968467605,-0.86335549322397,0.397735876590195,0.999835965442287,-6.20211588897056
"130","TC0100009938.hg.1","MLLT11","10962","MLLT11 transcription factor 7 cofactor",-0.456927219789573,8.80876421267688,-1.81315319539113,0.0841877576595887,0.508120781715037,-5.01132039911483
"131","TC0100009939.hg.1","GABPB2","126626","GA binding protein transcription factor subunit beta 2",-0.435660352962016,6.5065487696422,-1.12585142924656,0.272983293286801,0.885458448037999,-5.94627691670824
"132","TC0100009955.hg.1","PSMB4","5692","proteasome 20S subunit beta 4",-0.236452981870338,8.90354824962173,-0.618920957803806,0.542652306510332,0.999835965442287,-6.38336301733903
"133","TC0100009959.hg.1","TUFT1","7286","tuftelin 1",-0.600043765145173,5.99080807308583,-2.0484465015771,0.0532760324957628,0.388453591268318,-4.61647754112423
"134","TC0100010001.hg.1","LCE2A","353139","late cornified envelope 2A",-2.08963516981341,6.23884418045469,-5.78006828781237,9.9095882219498e-06,0.00086568666920052,3.553636427039
"135","TC0100010011.hg.1","LCE6A","448835","late cornified envelope 6A",0.122865133738373,4.09010684511366,0.388350296695703,0.701682078979547,0.999835965442287,-6.50120339279157
"136","TC0100010028.hg.1","LOR","4014","loricrin",-0.278867685769759,5.13467555835744,-0.735467010180352,0.470223878386917,0.999835965442287,-6.30401720912109
"137","TC0100010100.hg.1","CKS1B","1163","CDC28 protein kinase regulatory subunit 1B",-0.530328626394932,6.39212718830232,-1.99889523647918,0.0587836273890702,0.409891859655716,-4.70235783706439
"138","TC0100010112.hg.1","SLC50A1","55974","solute carrier family 50 member 1",-0.412216824109725,6.4182167322797,-1.25837496024795,0.22212438155547,0.810408743919164,-5.79443146670909
"139","TC0100010123.hg.1","FDPS","2224","farnesyl diphosphate synthase",-1.69892958153567,8.7546833512597,-6.36649700193841,2.64964619714294e-06,0.000344501438012811,4.83524394827698
"140","TC0100010134.hg.1","DAP3","7818","death associated protein 3",-0.136404545669,6.66072496725646,-0.282402665900951,0.780410852055847,0.999835965442287,-6.53752574965592
"141","TC0100010152.hg.1","LMNA","4000","lamin A/C",-0.686546317480754,9.0133864839288,-2.91596054552888,0.00828391046857963,0.123951748530166,-2.92453788950436
"142","TC0100010164.hg.1","TMEM79","84283","transmembrane protein 79",-0.147182559206932,5.91746580884014,-0.406348211253351,0.688615003584383,0.999835965442287,-6.49390802976487
"143","TC0100010197.hg.1","PEAR1","375033","platelet endothelial aggregation receptor 1",-0.250638695007825,7.00782601401955,-0.763186045364691,0.453876361575955,0.999835965442287,-6.28323457546042
"144","TC0100010244.hg.1","IFI16","3428","interferon gamma inducible protein 16",0.209493169804956,9.28023266369988,0.412838008219006,0.683927290438705,0.999835965442287,-6.49119765054704
"145","TC0100010297.hg.1","NCSTN","23385","nicastrin",0.124428713406411,9.39698351909963,0.563047367189578,0.579389834196706,0.999835965442287,-6.4167378106323
"146","TC0100010334.hg.1","UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1",0.284161133664828,9.4663495391767,0.638528206036393,0.530061290393218,0.999835965442287,-6.37093019106913
"147","TC0100010340.hg.1","NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2",-0.206263772473191,8.01293546815913,-0.365365342833268,0.7185080638698,0.999835965442287,-6.51004651796913
"148","TC0100010368.hg.1","DUSP12","11266","dual specificity phosphatase 12",0.217803700754652,6.85618881827424,0.626796449511998,0.537575800778411,0.999835965442287,-6.37841405472428
"149","TC0100010379.hg.1","UHMK1","127933","U2AF homology motif kinase 1",-0.375791356609293,9.4788371758956,-0.687135413166917,0.499547262359333,0.999835965442287,-6.33850574300949
"150","TC0100010381.hg.1","UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1",-1.32437865042891,8.0072307188335,-2.80121647173379,0.0107275471657005,0.145205716978818,-3.16518697212896
"151","TC0100010387.hg.1","DDR2","4921","discoidin domain receptor tyrosine kinase 2",0.0698702555701516,9.62419987886874,0.193371574352728,0.848533757610645,0.999835965442287,-6.55923564245598
"152","TC0100010389.hg.1","HSD17B7","51478","hydroxysteroid 17-beta dehydrogenase 7",-1.16941044400684,6.58116101162341,-4.77928817806619,0.000102158015916475,0.00588563831184044,1.28560407068535
"153","TC0100010393.hg.1","RGS4","5999","regulator of G protein signaling 4",-0.154381023417172,5.81456665962875,-0.52167728132864,0.607376550803026,0.999835965442287,-6.43947663051627
"154","TC0100010397.hg.1","NUF2","83540","NUF2 component of NDC80 kinetochore complex",-1.35131157305277,3.81467213921752,-3.11701932371345,0.00523228163750576,0.0924636029834034,-2.49374230699191
"155","TC0100010514.hg.1","MPZL1","9019","myelin protein zero like 1",-0.106164434136353,10.0493609702354,-0.297576367033278,0.768962517588134,0.999835965442287,-6.53302091070142
"156","TC0100010518.hg.1","DCAF6","55827","DDB1 and CUL4 associated factor 6",0.0338277881798028,8.01354234106843,0.0589156572606021,0.953578641710585,0.999835965442287,-6.57665354084387
