"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"66","TC0100008625.hg.1","PDE4B","5142","phosphodiesterase 4B",0.138842513892634,8.76539357153294,0.326422996862776,0.747348569798891,0.999961860951797,-4.80827347578366
"67","TC0100008631.hg.1","SGIP1","84251","SH3GL interacting endocytic adaptor 1",0.330321970966535,11.0965988755643,1.33790001603399,0.195296843376498,0.999961860951797,-4.50141649154465
"68","TC0100008641.hg.1","MIER1","57708","MIER1 transcriptional regulator",-0.396158125145026,7.31635874640564,-0.701630342770994,0.490644961087453,0.999961860951797,-4.73448551233578
"69","TC0100008664.hg.1","GADD45A","1647","growth arrest and DNA damage inducible alpha",0.100840762440431,8.63884633163182,0.436337134317624,0.667063642616044,0.999961860951797,-4.79204906789529
"70","TC0100008692.hg.1","SRSF11","9295","serine and arginine rich splicing factor 11",-0.0368114928734684,8.55491142964227,-0.0723825082505645,0.942985313713488,0.999961860951797,-4.82802067890306
"71","TC0100008697.hg.1","CTH","1491","cystathionine gamma-lyase",0.211872984477181,5.09871873041122,0.821899013376035,0.420406651216392,0.999961860951797,-4.70018937819057
"72","TC0100008752.hg.1","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",0.0877526183755259,6.81685876555457,0.162163676408056,0.872733580925093,0.999961860951797,-4.82390343314271
"73","TC0100008797.hg.1","AK5","26289","adenylate kinase 5",0.345678045286406,7.85027714829637,0.578020409431231,0.569422823917048,0.999961860951797,-4.76447959647523
"74","TC0100008803.hg.1","MIGA1","374986","mitoguardin 1",0.122150925109225,6.36138523270843,0.249809573959057,0.805172104637234,0.999961860951797,-4.81685926450842
"75","TC0100008807.hg.1","NEXN","91624","nexilin F-actin binding protein",0.237225228062609,8.5126980195933,0.989362415442034,0.333795635744778,0.999961860951797,-4.64444953754117
"76","TC0100008812.hg.1","PTGFR","5737","prostaglandin F receptor",0.650664664587132,7.34376585715255,1.13446046754292,0.269438259607103,0.999961860951797,-4.58909974611782
"77","TC0100008815.hg.1","IFI44L","10964","interferon induced protein 44 like",-0.923905872801905,3.96055130154398,-2.54822510571482,0.0187518384879386,0.999961860951797,-3.81341247849172
"78","TC0100008816.hg.1","IFI44","10561","interferon induced protein 44",-0.423509323771411,4.18172867043394,-1.35842169607899,0.188804264853098,0.999961860951797,-4.49196515427884
"79","TC0100008845.hg.1","ADGRL2","23266","adhesion G protein-coupled receptor L2",0.328450550906776,3.98825653243246,1.20923389827226,0.240066902022467,0.999961860951797,-4.55818193307947
"80","TC0100008874.hg.1","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",0.0786718600588507,8.19276036269818,0.152746208335772,0.880062589124659,0.999961860951797,-4.82448287287594
"81","TC0100008897.hg.1","WDR63","126820","WD repeat domain 63",-0.0252508168152774,5.37362774826926,-0.0489462032514873,0.96142662475149,0.999961860951797,-4.82857715854838
"82","TC0100008912.hg.1","CCN1","3491","cellular communication network factor 1",-0.0570145684406516,10.1130729892963,-0.205538680161606,0.839138865437724,0.999961860951797,-4.82078953234688
"83","TC0100008927.hg.1","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",0.0857559023766541,8.33792060414994,0.203839477818456,0.840449470631525,0.999961860951797,-4.82092526407267
"84","TC0100008955.hg.1","PKN2","5586","protein kinase N2",0.277749237710754,8.74409569823647,0.633769748948507,0.533102297383394,0.999961860951797,-4.75162492774302
"85","TC0100008975.hg.1","GBP6","163351","guanylate binding protein family member 6",-0.223892625490286,3.68176451658712,-0.92994586299223,0.363010219649327,0.999961860951797,-4.66525696528766
"86","TC0100008996.hg.1","ZNF326","284695","zinc finger protein 326",0.245178668422664,6.7681722898966,0.639150108112188,0.529664548599663,0.999961860951797,-4.75032545132068
"87","TC0100009020.hg.1","CDC7","8317","cell division cycle 7",-0.322843307156774,4.28837411280022,-0.739372923138675,0.467899400010816,0.999961860951797,-4.72425584904614
"88","TC0100009040.hg.1","RPAP2","79871","RNA polymerase II associated protein 2",-0.142406044676866,6.09459466462755,-0.407396764501558,0.687856736071543,0.999961860951797,-4.79676360496799
"89","TC0100009054.hg.1","MTF2","22823","metal response element binding transcription factor 2",0.449538257552788,6.15640394792825,0.736670082961537,0.46950717976194,0.999961860951797,-4.72500479545968
"90","TC0100009056.hg.1","CCDC18","343099","coiled-coil domain containing 18",-0.409922257796545,4.22437454253336,-1.10994004654578,0.2796251353529,0.999961860951797,-4.59889182486137
"91","TC0100009064.hg.1","FNBP1L","54874","formin binding protein 1 like",-0.17793878098339,3.70114133016185,-0.499995893004103,0.622298429853406,0.999961860951797,-4.78057781047332
"92","TC0100009097.hg.1","ABCD3","5825","ATP binding cassette subfamily D member 3",0.255307316336955,8.31290287719616,0.516148631803755,0.611165272418831,0.999961860951797,-4.77742823278195
"93","TC0100009176.hg.1","SNX7","51375","sorting nexin 7",0.0390409955263316,7.50610642550921,0.124042222126759,0.902466371813889,0.999961860951797,-4.82603583927617
"94","TC0100009181.hg.1","PLPPR4","9890","phospholipid phosphatase related 4",0.819277682824765,6.24336653077623,1.83481088564557,0.0808000361132792,0.999961860951797,-4.24615872876674
"95","TC0100009183.hg.1","PALMD","54873","palmdelphin",0.0842289614952891,7.53573745209459,0.211872821604392,0.834257550417677,0.999961860951797,-4.82027370129977
"96","TC0100009191.hg.1","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-0.124998144716327,6.70306259734323,-0.226357976429315,0.82312080984152,0.999961860951797,-4.81903567522736
"97","TC0100009195.hg.1","SLC35A3","23443","solute carrier family 35 member A3",0.206363263029128,7.90789280842835,0.255161807098665,0.801090771742754,0.999961860951797,-4.81633279071835
"98","TC0100009241.hg.1","S1PR1","1901","sphingosine-1-phosphate receptor 1",-0.0415113890008261,8.66413825787976,-0.1534374975154,0.87952421972181,0.999961860951797,-4.82444151329624
"99","TC0100009305.hg.1","PRMT6","55170","protein arginine methyltransferase 6",-0.0414061568480069,4.91766900218998,-0.140822392186557,0.889357884014603,0.999961860951797,-4.82516697633663
"100","TC0100009324.hg.1","FAM102B","284611","family with sequence similarity 102 member B",-0.166183736900081,7.48096695887204,-0.553926969753555,0.585503735945479,0.999961860951797,-4.76968791242191
"101","TC0100009331.hg.1","STXBP3","6814","syntaxin binding protein 3",0.34454027801222,7.39397129586024,0.598305639171585,0.556061224334046,0.999961860951797,-4.7599315175485
"102","TC0100009333.hg.1","GPSM2","29899","G protein signaling modulator 2",0.00133322838528471,6.42060066266163,0.00331664578445507,0.997385139321272,0.999961860951797,-4.82904395137652
"103","TC0100009344.hg.1","SARS1","6301","seryl-tRNA synthetase 1",0.0883946548712,8.62275224373628,0.379096616303216,0.708437903798051,0.999961860951797,-4.80106883272635
"104","TC0100009352.hg.1","SYPL2","284612","synaptophysin like 2",-0.0298834996644004,9.19211804024762,-0.120903325491992,0.904921733563886,0.999961860951797,-4.82618617614993
"105","TC0100009364.hg.1","CSF1","1435","colony stimulating factor 1",-0.32486473113492,9.29980028238236,-0.630784892164559,0.53501466418289,0.999961860951797,-4.75234139056424
"106","TC0100009402.hg.1","CEPT1","10390","choline/ethanolamine phosphotransferase 1",0.387871014448829,6.91736373248641,0.641808896039613,0.527970205879455,0.999961860951797,-4.74967949274478
"107","TC0100009403.hg.1","CHI3L2","1117","chitinase 3 like 2",0.0672883729372575,3.7045580479324,0.234437370473989,0.816925469105102,0.999961860951797,-4.81830986863446
"108","TC0100009414.hg.1","ATP5PB","515","ATP synthase peripheral stalk-membrane subunit b",0.274222132716032,9.73070776045036,0.783617735263849,0.442049639058923,0.999961860951797,-4.71164008707193
"109","TC0100009417.hg.1","C1orf162","128346","chromosome 1 open reading frame 162",-0.325940089849905,3.94349583142647,-0.974152495823054,0.341115046932979,0.999961860951797,-4.64988149977308
"110","TC0100009418.hg.1","RAP1A","5906","RAP1A, member of RAS oncogene family",0.0849565785497175,8.26873956852786,0.186481577193303,0.853864258706697,0.999961860951797,-4.82224764550572
"111","TC0100009428.hg.1","DDX20","11218","DEAD-box helicase 20",-0.0862176641482995,6.26958044781452,-0.181592336521005,0.857651222360901,0.999961860951797,-4.82259901059085
"112","TC0100009442.hg.1","WNT2B","7482","Wnt family member 2B",-1.25363488092987,6.44144761861142,-4.52280187198295,0.000187917213878084,0.435028350127764,-2.59091487271653
"113","TC0100009452.hg.1","TAFA3","284467","TAFA chemokine like family member 3",-0.0696697587216271,7.91371859098256,-0.175547635407597,0.862338003367495,0.999961860951797,-4.82302057330997
"114","TC0100009479.hg.1","DCLRE1B","64858","DNA cross-link repair 1B",0.300189956203101,5.14277864083374,1.21308895390288,0.238620798536839,0.999961860951797,-4.55654559737636
"115","TC0100009524.hg.1","VANGL1","81839","VANGL planar cell polarity protein 1",0.305390054131267,7.13009439977908,0.830247162575339,0.415776945458447,0.999961860951797,-4.69762706648702
"116","TC0100009561.hg.1","TTF2","8458","transcription termination factor 2",-0.391719445115663,3.90074512403018,-1.17552397968275,0.252995307978768,0.999961860951797,-4.57231523159293
"117","TC0100009572.hg.1","TENT5C","54855","terminal nucleotidyltransferase 5C",0.262935185363597,7.393633236369,0.83887212424908,0.411027793134413,0.999961860951797,-4.69495544535835
"118","TC0100009580.hg.1","WDR3","10885","WD repeat domain 3",-0.228763127091838,6.29117729942093,-0.528992709311256,0.60238072999237,0.999961860951797,-4.77485528984669
"119","TC0100009621.hg.1","PHGDH","26227","phosphoglycerate dehydrogenase",-0.121136931455963,7.76348732938761,-0.299728433570395,0.767343114875249,0.999961860951797,-4.81152074220593
"120","TC0100009641.hg.1","NBPF8","728841","NBPF member 8",-0.605972560159318,5.90638741534831,-2.047154701737,0.0534135420211743,0.999961860951797,-4.12335718178926
"121","TC0100009658.hg.1","SRGAP2C","653464","SLIT-ROBO Rho GTPase activating protein 2C",-0.115940575880146,8.40149277360596,-0.597250687136713,0.556752043354213,0.999961860951797,-4.76017170303597
"122","TC0100009723.hg.1","FAM72D","728833","family with sequence similarity 72 member D",0.228771806059044,4.94103202900223,0.497525325507603,0.624009547633882,0.999961860951797,-4.78105105436663
"123","TC0100009745.hg.1","POLR3C","10623","RNA polymerase III subunit C",0.197256062579112,7.56924725656982,0.380702304038741,0.707263855165021,0.999961860951797,-4.80083266250399
"124","TC0100009770.hg.1","NBPF12","149013","NBPF member 12",-0.147973176401571,8.36552015425391,-0.446704345212205,0.659680161899675,0.999961860951797,-4.79028380340868
"125","TC0100009880.hg.1","H2AC20","8338","H2A clustered histone 20",0.0329468698056878,8.49779716798389,0.132736358047218,0.89567079663042,0.999961860951797,-4.82559937016013
"126","TC0100009889.hg.1","VPS45","11311","vacuolar protein sorting 45 homolog",0.163124498474599,8.07401271010148,0.226784102937354,0.822793753182368,0.999961860951797,-4.81899802509928
"127","TC0100009903.hg.1","RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2",0.190318676636597,8.82961786251485,0.51028640485563,0.615194825811375,0.999961860951797,-4.77858240607578
"128","TC0100009908.hg.1","ECM1","1893","extracellular matrix protein 1",-0.151879279493006,9.76150568329833,-0.244139249512606,0.809502218292156,0.999961860951797,-4.81740496900764
"129","TC0100009913.hg.1","ADAMTSL4","54507","ADAMTS like 4",0.230658518738272,7.40458968467605,0.77725675836419,0.445711220771911,0.999961860951797,-4.71349488994698
"130","TC0100009938.hg.1","MLLT11","10962","MLLT11 transcription factor 7 cofactor",-0.168619108414797,8.80876421267688,-0.669104973363351,0.510748296475734,0.999961860951797,-4.74290292573494
"131","TC0100009939.hg.1","GABPB2","126626","GA binding protein transcription factor subunit beta 2",0.138323647047802,6.5065487696422,0.357461666338368,0.724328437730236,0.999961860951797,-4.80415568954181
"132","TC0100009955.hg.1","PSMB4","5692","proteasome 20S subunit beta 4",1.84811571521948e-05,8.90354824962173,4.83748413552739e-05,0.999961860951797,0.999961860951797,-4.8290461043123
"133","TC0100009959.hg.1","TUFT1","7286","tuftelin 1",-0.165908611301137,5.99080807308583,-0.566383544238819,0.577161467877146,0.999961860951797,-4.76702147596407
"134","TC0100010001.hg.1","LCE2A","353139","late cornified envelope 2A",1.18822790872276,6.23884418045469,3.28671652981189,0.00353120707862222,0.999961860951797,-3.33756483780127
"135","TC0100010011.hg.1","LCE6A","448835","late cornified envelope 6A",-0.0653475997170068,4.09010684511366,-0.206549726242846,0.838359266241343,0.999961860951797,-4.82070823915026
"136","TC0100010028.hg.1","LOR","4014","loricrin",-0.229526990084758,5.13467555835744,-0.605339154615089,0.551466935503698,0.999961860951797,-4.75831993363041
"137","TC0100010100.hg.1","CKS1B","1163","CDC28 protein kinase regulatory subunit 1B",0.626954562086731,6.39212718830232,2.36309417457468,0.0278894902938019,0.999961860951797,-3.930394139964
"138","TC0100010112.hg.1","SLC50A1","55974","solute carrier family 50 member 1",0.0350106575447722,6.4182167322797,0.106877090451869,0.91590514759603,0.999961860951797,-4.82681097949265
"139","TC0100010123.hg.1","FDPS","2224","farnesyl diphosphate synthase",-0.393418971698452,8.7546833512597,-1.47428164830698,0.155301225708098,0.999961860951797,-4.43667468511341
"140","TC0100010134.hg.1","DAP3","7818","death associated protein 3",-0.199966293952417,6.66072496725646,-0.413996573395204,0.683091801614289,0.999961860951797,-4.7957161618055
"141","TC0100010152.hg.1","LMNA","4000","lamin A/C",-0.296915161629562,9.0133864839288,-1.26108446675253,0.221165838714324,0.999961860951797,-4.53583444380306
"142","TC0100010164.hg.1","TMEM79","84283","transmembrane protein 79",-0.435764657195958,5.91746580884014,-1.20307861157687,0.242389587468561,0.999961860951797,-4.56078614940002
"143","TC0100010197.hg.1","PEAR1","375033","platelet endothelial aggregation receptor 1",0.0212091724002494,7.00782601401955,0.0645811869116976,0.949120819511872,0.999961860951797,-4.82822977225155
"144","TC0100010244.hg.1","IFI16","3428","interferon gamma inducible protein 16",-0.0485627611251278,9.28023266369988,-0.0957002731648907,0.924669752694428,0.999961860951797,-4.82725386050373
"145","TC0100010297.hg.1","NCSTN","23385","nicastrin",-0.0139901990768951,9.39698351909963,-0.0633064872331791,0.950123650863107,0.999961860951797,-4.82826167469477
"146","TC0100010334.hg.1","UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1",0.0369526709388861,9.4663495391767,0.0830350103779186,0.934613375583455,0.999961860951797,-4.82769673322129
"147","TC0100010340.hg.1","NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2",-0.0127560783490512,8.01293546815913,-0.0225954799688098,0.982187160807638,0.999961860951797,-4.82894616001763
"148","TC0100010368.hg.1","DUSP12","11266","dual specificity phosphatase 12",0.0100506637785927,6.85618881827424,0.0289238444977439,0.977199578818802,0.999961860951797,-4.82888233890426
"149","TC0100010379.hg.1","UHMK1","127933","U2AF homology motif kinase 1",-0.0349641111522025,9.4788371758956,-0.0639319626171215,0.949631566355833,0.999961860951797,-4.82824610007763
"150","TC0100010381.hg.1","UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1",-0.0949371928298985,8.0072307188335,-0.200803318785871,0.842792458389556,0.999961860951797,-4.82116500400241
"151","TC0100010387.hg.1","DDR2","4921","discoidin domain receptor tyrosine kinase 2",-0.0616945279811123,9.62419987886874,-0.170744588055473,0.866065784052044,0.999961860951797,-4.82334541590721
"152","TC0100010389.hg.1","HSD17B7","51478","hydroxysteroid 17-beta dehydrogenase 7",0.164620627571442,6.58116101162341,0.672791510671189,0.508446707224399,0.999961860951797,-4.74196752622856
"153","TC0100010393.hg.1","RGS4","5999","regulator of G protein signaling 4",0.00813817245709014,5.81456665962875,0.0275001395147259,0.978321569298076,0.999961860951797,-4.82889806360296
"154","TC0100010397.hg.1","NUF2","83540","NUF2 component of NDC80 kinetochore complex",-0.446034541963771,3.81467213921752,-1.0288510170929,0.315303134214772,0.999961860951797,-4.63001319563675
"155","TC0100010514.hg.1","MPZL1","9019","myelin protein zero like 1",0.0140932246690024,10.0493609702354,0.0395029713189932,0.968864078526673,0.999961860951797,-4.82874064174174
"156","TC0100010518.hg.1","DCAF6","55827","DDB1 and CUL4 associated factor 6",-0.3399708075702,8.01354234106843,-0.592105031252823,0.560128017735865,0.999961860951797,-4.76133749049367
"157","TC0100010522.hg.1","TIPRL","261726","TOR signaling pathway regulator",0.0285770969465382,7.14209495239026,0.0560080959805665,0.955867019885853,0.999961860951797,-4.8284320966347
