"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"61","TC0100008591.hg.1","PGM1","5236","phosphoglucomutase 1",-0.0377163827358613,6.98448791018763,-0.0973580419107183,0.92336912031478,0.962080557260887,-6.99735860390493
"62","TC0100008594.hg.1","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",0.227047923163282,4.37184070239627,0.886792732951471,0.385275344255795,0.594014267034409,-6.6011799976751
"63","TC0100008602.hg.1","CACHD1","57685","cache domain containing 1",1.68315622948145,7.44093474685874,4.46493433453934,0.000215696128481286,0.00162385865832253,0.248696538363231
"64","TC0100008607.hg.1","RAVER2","55225","ribonucleoprotein, PTB binding 2",-0.00880154673064837,5.26642082821368,-0.0224473968039323,0.982303879544428,0.991080183545587,-7.00202126291125
"65","TC0100008620.hg.1","DNAJC6","9829","DnaJ heat shock protein family (Hsp40) member C6",0.556508665616557,5.10675997809663,1.40525667319041,0.174626818200942,0.350744487807163,-6.022060522474
"66","TC0100008625.hg.1","PDE4B","5142","phosphodiesterase 4B",2.57340142359886,8.76539357153294,6.05014545812427,5.37062757973262e-06,7.79498611102259e-05,3.92803792778368
"67","TC0100008631.hg.1","SGIP1","84251","SH3GL interacting endocytic adaptor 1",-0.614615594732937,11.0965988755643,-2.48937184420967,0.0212987733639987,0.0687680060497309,-4.18504512265325
"68","TC0100008641.hg.1","MIER1","57708","MIER1 transcriptional regulator",-0.270895506436329,7.31635874640564,-0.479779398608733,0.636363970481222,0.790122065789234,-6.88332264899453
"69","TC0100008664.hg.1","GADD45A","1647","growth arrest and DNA damage inducible alpha",0.776967491472103,8.63884633163182,3.36193182679632,0.00296252189643881,0.0139817852164166,-2.31614714249071
"70","TC0100008692.hg.1","SRSF11","9295","serine and arginine rich splicing factor 11",-0.351876032912138,8.55491142964227,-0.6918945108525,0.496614270262589,0.691734076809804,-6.75634055805257
"71","TC0100008697.hg.1","CTH","1491","cystathionine gamma-lyase",0.794555372790509,5.09871873041122,3.08224419729869,0.00566809784036589,0.0235577136453268,-2.93931037510871
"72","TC0100008752.hg.1","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",-0.289512124600771,6.81685876555457,-0.535007973084733,0.598287749798527,0.766695898579347,-6.85455633057145
"73","TC0100008797.hg.1","AK5","26289","adenylate kinase 5",-2.59284996428531,7.85027714829637,-4.33559555889124,0.000293633224261305,0.00208196298365979,-0.0561380396573048
"74","TC0100008803.hg.1","MIGA1","374986","mitoguardin 1",0.553589373249681,6.36138523270843,1.13213981274482,0.270390507412109,0.475435829914678,-6.35598888667811
"75","TC0100008807.hg.1","NEXN","91624","nexilin F-actin binding protein",-1.02762280608787,8.5126980195933,-4.2857641655469,0.000330713977500201,0.00229566074336721,-0.173505392433346
"76","TC0100008812.hg.1","PTGFR","5737","prostaglandin F receptor",-0.270014626868589,7.34376585715255,-0.47078155079335,0.642670147419812,0.7943885152857,-6.88771940412407
"77","TC0100008815.hg.1","IFI44L","10964","interferon induced protein 44 like",2.17778145112065,3.96055130154398,6.00653976976674,5.92556781165973e-06,8.44165506707217e-05,3.82963298947958
"78","TC0100008816.hg.1","IFI44","10561","interferon induced protein 44",-0.0117399446019233,4.18172867043394,-0.0376563030915133,0.970318869063962,0.985214114860997,-7.00154625905745
"79","TC0100008845.hg.1","ADGRL2","23266","adhesion G protein-coupled receptor L2",0.192287933313287,3.98825653243246,0.707933314616779,0.486802599929703,0.683412988985605,-6.74494265714353
"80","TC0100008874.hg.1","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-0.0592824535796801,8.19276036269818,-0.115100494616039,0.909463474899584,0.956408009660247,-6.99540080505299
"81","TC0100008897.hg.1","WDR63","126820","WD repeat domain 63",0.403972255634873,5.37362774826926,0.783060139278471,0.442369868805619,0.643881654958532,-6.68825655908137
"82","TC0100008912.hg.1","CCN1","3491","cellular communication network factor 1",-0.128932981305372,10.1130729892963,-0.464806022944691,0.646873482277353,0.796169050867564,-6.89059429185299
"83","TC0100008927.hg.1","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",-0.174656310840238,8.33792060414994,-0.415153362190776,0.682258009233698,0.820908155600837,-6.91308879227789
"84","TC0100008955.hg.1","PKN2","5586","protein kinase N2",-0.130472539369789,8.74409569823647,-0.297712962968336,0.768859698637251,0.879185083894906,-6.95632232816852
"85","TC0100008975.hg.1","GBP6","163351","guanylate binding protein family member 6",-0.560801532688431,3.68176451658712,-2.32930881104851,0.0299487153849902,0.0905699230780567,-4.49801193876629
"86","TC0100008996.hg.1","ZNF326","284695","zinc finger protein 326",-0.275924874436315,6.7681722898966,-0.719301619759146,0.479916659112877,0.67811723026617,-6.73671314737967
"87","TC0100009020.hg.1","CDC7","8317","cell division cycle 7",-1.97659074298462,4.28837411280022,-4.52677086094804,0.000186149356611022,0.00143406243112983,0.394480720292849
"88","TC0100009040.hg.1","RPAP2","79871","RNA polymerase II associated protein 2",-0.441060925170246,6.09459466462755,-1.26179190125075,0.220916093807383,0.414842486705428,-6.2051496847719
"89","TC0100009054.hg.1","MTF2","22823","metal response element binding transcription factor 2",-0.221172787247631,6.15640394792825,-0.362441622694179,0.720659111529559,0.844080871839579,-6.93423396210842
"90","TC0100009056.hg.1","CCDC18","343099","coiled-coil domain containing 18",-1.54125994780465,4.22437454253336,-4.17324530607584,0.000432614288946338,0.00287375058510982,-0.438238901660528
"91","TC0100009064.hg.1","FNBP1L","54874","formin binding protein 1 like",0.546455884900808,3.70114133016185,1.53550393370308,0.139651976267949,0.298379626267008,-5.84184773547185
"92","TC0100009097.hg.1","ABCD3","5825","ATP binding cassette subfamily D member 3",-0.112295555123378,8.31290287719616,-0.227025210112183,0.822608715473081,0.91023494690884,-6.97553289351996
"93","TC0100009176.hg.1","SNX7","51375","sorting nexin 7",-0.492226926860342,7.50610642550921,-1.56391815770175,0.132843795086002,0.287817862072152,-5.80083538259883
"94","TC0100009181.hg.1","PLPPR4","9890","phospholipid phosphatase related 4",-0.538524336531568,6.24336653077623,-1.20605056816191,0.241266016208091,0.439788053166718,-6.27174162671991
"95","TC0100009183.hg.1","PALMD","54873","palmdelphin",0.63181273332285,7.53573745209459,1.58928644207708,0.127000527380766,0.279739506076569,-5.76371907900013
"96","TC0100009191.hg.1","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",0.0902047609985175,6.70306259734323,0.163350961810295,0.871810410384395,0.937408778467197,-6.98842569128835
"97","TC0100009195.hg.1","SLC35A3","23443","solute carrier family 35 member A3",0.351797366559647,7.90789280842835,0.434986588534611,0.66802806828445,0.811194969538129,-6.90440252384842
"98","TC0100009241.hg.1","S1PR1","1901","sphingosine-1-phosphate receptor 1",0.937076006156515,8.66413825787976,3.46369034684722,0.00233352190679543,0.0114330226756221,-2.08537602639161
"99","TC0100009305.hg.1","PRMT6","55170","protein arginine methyltransferase 6",-0.510744641137865,4.91766900218998,-1.73704317513739,0.0970876462512858,0.227257736169592,-5.53843534198209
"100","TC0100009324.hg.1","FAM102B","284611","family with sequence similarity 102 member B",-0.368027131122624,7.48096695887204,-1.22671542554385,0.233562108164435,0.430708121507495,-6.2473572621942
"101","TC0100009331.hg.1","STXBP3","6814","syntaxin binding protein 3",-0.169943101091876,7.39397129586024,-0.29511184093829,0.770818371318886,0.879903614202772,-6.95712026690176
"102","TC0100009333.hg.1","GPSM2","29899","G protein signaling modulator 2",-1.37934282819254,6.42060066266163,-3.43136376853105,0.00251764408731387,0.0121677370816944,-2.15889124458287
"103","TC0100009344.hg.1","SARS1","6301","seryl-tRNA synthetase 1",-0.993800495488772,8.62275224373628,-4.26209487065943,0.000349935827057018,0.00241821325264775,-0.22923026152017
"104","TC0100009352.hg.1","SYPL2","284612","synaptophysin like 2",-1.01764754468547,9.19211804024762,-4.11722099864377,0.000494514867933475,0.00321122557998877,-0.56985829617276
"105","TC0100009364.hg.1","CSF1","1435","colony stimulating factor 1",-0.485000860931853,9.29980028238236,-0.941718772283598,0.357088795659256,0.56678818097441,-6.55101296468783
"106","TC0100009402.hg.1","CEPT1","10390","choline/ethanolamine phosphotransferase 1",-0.108200952765096,6.91736373248641,-0.179039761822064,0.859629724287684,0.931102354236423,-6.98563818827452
"107","TC0100009403.hg.1","CHI3L2","1117","chitinase 3 like 2",0.226239960086665,3.7045580479324,0.788235753423758,0.439402967932071,0.64235400511765,-6.68415261823351
"108","TC0100009414.hg.1","ATP5PB","515","ATP synthase peripheral stalk-membrane subunit b",-0.17186949083843,9.73070776045036,-0.491134613525992,0.628445852966975,0.785928893115074,-6.87765781639221
"109","TC0100009417.hg.1","C1orf162","128346","chromosome 1 open reading frame 162",-0.5701595369104,3.94349583142647,-1.70406265812332,0.103184232142515,0.238541800982442,-5.59003825026197
"110","TC0100009418.hg.1","RAP1A","5906","RAP1A, member of RAS oncogene family",-0.280898876172795,8.26873956852786,-0.616579273256331,0.544166677102575,0.726603099163342,-6.80651314101142
"111","TC0100009428.hg.1","DDX20","11218","DEAD-box helicase 20",-0.218207102249724,6.26958044781452,-0.459589550870322,0.650552795176689,0.79810796016642,-6.89307458380218
"112","TC0100009442.hg.1","WNT2B","7482","Wnt family member 2B",1.03244514199107,6.44144761861142,3.72480448011572,0.00125910008611934,0.00695660310111284,-1.48558721940451
"113","TC0100009452.hg.1","TAFA3","284467","TAFA chemokine like family member 3",0.174804666126836,7.91371859098256,0.440457184865416,0.664125162804423,0.808322617763195,-6.90193655426954
"114","TC0100009479.hg.1","DCLRE1B","64858","DNA cross-link repair 1B",-1.04538668242211,5.14277864083374,-4.22448190153787,0.000382808615451997,0.00261031500669035,-0.317746271719423
"115","TC0100009524.hg.1","VANGL1","81839","VANGL planar cell polarity protein 1",-0.776735201687108,7.13009439977908,-2.11166732036373,0.046922379333734,0.129085333520611,-4.90354047539586
"116","TC0100009561.hg.1","TTF2","8458","transcription termination factor 2",-1.55388531782476,3.90074512403018,-4.66310640320806,0.000134589533697468,0.00111549595143225,0.715824035721232
"117","TC0100009572.hg.1","TENT5C","54855","terminal nucleotidyltransferase 5C",1.13902403840429,7.393633236369,3.63395835877074,0.00156156086215746,0.00832952395367402,-1.6953635282883
"118","TC0100009580.hg.1","WDR3","10885","WD repeat domain 3",-0.29124868089266,6.29117729942093,-0.6734845372475,0.508014687402661,0.699043580540959,-6.76911587804566
"119","TC0100009621.hg.1","PHGDH","26227","phosphoglycerate dehydrogenase",-2.91542410758696,7.76348732938761,-7.21361760164838,4.25448093616442e-07,9.38011749259109e-06,6.46767099465573
"120","TC0100009641.hg.1","NBPF8","728841","NBPF member 8",-0.892989332861013,5.90638741534831,-3.01678232903283,0.00658552185397873,0.02621334983131,-3.08240444314827
"121","TC0100009658.hg.1","SRGAP2C","653464","SLIT-ROBO Rho GTPase activating protein 2C",-0.761166163599965,8.40149277360596,-3.92103464023888,0.000789571385543448,0.00476004624357573,-1.02929089971648
"122","TC0100009723.hg.1","FAM72D","728833","family with sequence similarity 72 member D",-2.80809946086748,4.94103202900223,-6.10696144071722,4.7263884541772e-06,7.01383927655142e-05,4.05593434734065
"123","TC0100009745.hg.1","POLR3C","10623","RNA polymerase III subunit C",-0.346854268075119,7.56924725656982,-0.669425402166837,0.510548013838578,0.700959146192161,-6.77188829853277
"124","TC0100009770.hg.1","NBPF12","149013","NBPF member 12",-0.718529662432339,8.36552015425391,-2.16911152533032,0.0417508351639445,0.117417603099837,-4.79890520726472
"125","TC0100009880.hg.1","H2AC20","8338","H2A clustered histone 20",-0.882312288945075,8.49779716798389,-3.55465999002598,0.00188342485108551,0.00967842071090554,-1.87755695144581
"126","TC0100009889.hg.1","VPS45","11311","vacuolar protein sorting 45 homolog",-0.722377674113257,8.07401271010148,-1.00428675237434,0.326720013981671,0.534527796726197,-6.49050569375879
"127","TC0100009903.hg.1","RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2",-0.127456783391807,8.82961786251485,-0.341739785715604,0.735956912905152,0.856327527476346,-6.94176442315938
"128","TC0100009908.hg.1","ECM1","1893","extracellular matrix protein 1",0.228484465406005,9.76150568329833,0.367278710405522,0.717101649067481,0.842471615118609,-6.93241140927973
"129","TC0100009913.hg.1","ADAMTSL4","54507","ADAMTS like 4",0.88595774607755,7.40458968467605,2.98543773510162,0.00707396955267107,0.0276859501511978,-3.15050237714183
"130","TC0100009938.hg.1","MLLT11","10962","MLLT11 transcription factor 7 cofactor",0.984465419074732,8.80876421267688,3.90650095472416,0.000817386819913647,0.00488953614496148,-1.06321314951224
"131","TC0100009939.hg.1","GABPB2","126626","GA binding protein transcription factor subunit beta 2",-0.596221264041261,6.5065487696422,-1.54077954926178,0.13836655435108,0.296454024361638,-5.83427813771275
"132","TC0100009955.hg.1","PSMB4","5692","proteasome 20S subunit beta 4",-0.472685030286316,8.90354824962173,-1.23726361735947,0.229702521204775,0.42557930099164,-6.2347724063714
"133","TC0100009959.hg.1","TUFT1","7286","tuftelin 1",-0.803094897540881,5.99080807308583,-2.74162824257332,0.0122539921130099,0.0437103108499507,-3.66991475339645
"134","TC0100010001.hg.1","LCE2A","353139","late cornified envelope 2A",-1.07001867729903,6.23884418045469,-2.9597420226112,0.00750021700535615,0.0291081347316001,-3.20611769192223
"135","TC0100010011.hg.1","LCE6A","448835","late cornified envelope 6A",0.687871120135131,4.09010684511366,2.17421285815484,0.041317536506421,0.116433471713164,-4.78952717116878
"136","TC0100010028.hg.1","LOR","4014","loricrin",0.210494947714784,5.13467555835744,0.555145317129639,0.584685152802939,0.757652465009126,-6.84330952746371
"137","TC0100010100.hg.1","CKS1B","1163","CDC28 protein kinase regulatory subunit 1B",-1.70511247819341,6.39212718830232,-6.42684750678317,2.31879563091508e-06,3.91825685077985e-05,4.76897620447836
"138","TC0100010112.hg.1","SLC50A1","55974","solute carrier family 50 member 1",0.308205229319546,6.4182167322797,0.940858597974054,0.357519215907002,0.566938122641176,-6.55181999007366
"139","TC0100010123.hg.1","FDPS","2224","farnesyl diphosphate synthase",-0.612127534651364,8.7546833512597,-2.2938608854166,0.0322591948398806,0.0958050494603252,-4.56570207295584
"140","TC0100010134.hg.1","DAP3","7818","death associated protein 3",-0.383913740943458,6.66072496725646,-0.794828818839569,0.435641323118361,0.64028300553232,-6.67888786002089
"141","TC0100010152.hg.1","LMNA","4000","lamin A/C",-1.2057310091755,9.0133864839288,-5.12108791753155,4.56129432438987e-05,0.000458959996082156,1.79135368099295
"142","TC0100010164.hg.1","TMEM79","84283","transmembrane protein 79",0.0880372021663067,5.91746580884014,0.243057056602284,0.810329345665507,0.904280075784127,-6.97162701182211
"143","TC0100010197.hg.1","PEAR1","375033","platelet endothelial aggregation receptor 1",-0.797844374019496,7.00782601401955,-2.42940816702463,0.024223243300023,0.0759394477253561,-4.30365073418716
"144","TC0100010244.hg.1","IFI16","3428","interferon gamma inducible protein 16",-0.713556036187789,9.28023266369988,-1.40617020118928,0.174358990044709,0.350535008209727,-6.02084203110177
"145","TC0100010297.hg.1","NCSTN","23385","nicastrin",0.913606460865466,9.39698351909963,4.13412385578186,0.000474960746303552,0.00311482755720318,-0.530164014929224
"146","TC0100010334.hg.1","UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1",0.311157718648367,9.4663495391767,0.699191255751633,0.492136538115582,0.687773067152172,-6.7511860505245
"147","TC0100010340.hg.1","NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2",-0.0976036454573403,8.01293546815913,-0.172890221858678,0.864400096395527,0.933124841760618,-6.98676116045392
"148","TC0100010368.hg.1","DUSP12","11266","dual specificity phosphatase 12",0.146308567875022,6.85618881827424,0.421047441156897,0.678016144065331,0.816865664070383,-6.91054899050665
"149","TC0100010379.hg.1","UHMK1","127933","U2AF homology motif kinase 1",-0.536350564639267,9.4788371758956,-0.980718317102982,0.337941972694776,0.546897555269539,-6.51371447571742
"150","TC0100010381.hg.1","UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1",-1.54704938641945,8.0072307188335,-3.27219124411311,0.00365269013377242,0.0166949213419213,-2.51799927851834
"151","TC0100010387.hg.1","DDR2","4921","discoidin domain receptor tyrosine kinase 2",-0.82255649422477,9.62419987886874,-2.2764915196654,0.0334501350053317,0.0985130281410654,-4.59864515776985
"152","TC0100010389.hg.1","HSD17B7","51478","hydroxysteroid 17-beta dehydrogenase 7",0.0430485647795704,6.58116101162341,0.175936086245963,0.862036658215221,0.932094751876804,-6.98620984342156
"153","TC0100010393.hg.1","RGS4","5999","regulator of G protein signaling 4",-2.21727709557626,5.81456665962875,-7.49252117630296,2.37880861737516e-07,5.8274517981201e-06,7.04992887749286
"154","TC0100010397.hg.1","NUF2","83540","NUF2 component of NDC80 kinetochore complex",-3.43537794161207,3.81467213921752,-7.92425643485967,9.87334607364808e-08,3.08875623790477e-06,7.9300685328119
"155","TC0100010514.hg.1","MPZL1","9019","myelin protein zero like 1",0.739968496621307,10.0493609702354,2.07411397927137,0.0506087678239203,0.137011706123747,-4.97096424500646
